Код филиала,Название,"Адрес, строка 1","Адрес, строка 2",Город,Район,Область/край,Страна,Индекс,Основной номер телефона,Веб-сайт,Основная категория,Дополнительные категории,Часы работы,Изображения,Описание,Доп. телефон,Моб. телефон,Ярлыки,"Номер телефона для расширения ""Адреса"" в AdWords"
1120,Ин-Тайм,"ул. Павла Пестеля, 11",,Киев,,Киев,UA,00000, (67) 618-11-01,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Киев Пестеля (склад № 20 до 30кг)",0 (800) 30-09-11,,,
0814,Ин-Тайм,"ул. Лихачева, 2а",,Васильевка,,Запорожская область,UA,00000, (67) 619-35-70,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:15:00",,"Васильевка  (склад № 1)",0 (800) 30-09-11,,,
2423,Ин-Тайм,"ул. Гоголя, 582",,Черкассы,,Черкасская область,UA,00000, (67) 613-87-48,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Черкассы Бакалея (склад № 3)",0 (800) 30-09-11,,,
2114,Ин-Тайм,"ул. Сумская, 126",,Харьков,,Харьковская область,UA,00000, (67) 619-53-69,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Харьков Сумская (склад № 14 до 30кг)",0 (800) 30-09-11,,,
1210,Ин-Тайм,"ул. Приморская, 56",,Светловодск,,Кировоградская область,UA,00000, (67) 617-73-39,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Светловодск (склад № 1)",0 (800) 30-09-11,,,
2406,Ин-Тайм,"ул. Ленина, 38",,Корсунь-Шевченковский,,Черкасская область,UA,00000, (67) 617-73-31,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:15:00",,"Корсунь-Шевченковский (склад № 1)",0 (800) 30-09-11,,,
0413,Ин-Тайм,"ул. 40 лет Победы, 1",,Днепродзержинск,,Днепропетровская область,UA,00000, (67) 617-73-30,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Днепродзержинск Левый (склад № 2 до 30кг)",0 (800) 30-09-11,,,
2205,Ин-Тайм,"ул. Куйбышева, 47",,Скадовск,,Херсонская область,UA,00000, (67) 617-74-25,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Скадовск (склад № 1)",0 (800) 30-09-11,,,
1413,Ин-Тайм,"ул. Академика Люльки, 5",,Львов,,Львовская область,UA,00000, (67) 619-78-19,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Львов Свободы (склад № 5 до 30кг)",0 (800) 30-09-11,,,
2503,Ин-Тайм,"ул. Я. Мудрого, 22",,Бахмач,,Черниговская область,UA,00000, (67) 617-74-12,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Бахмач (склад № 1)",0 (800) 30-09-11,,,
2516,Ин-Тайм,"прт Мира, 30",,Чернигов,,Черниговская область,UA,00000, (67) 617-74-26,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Чернигов Мира (склад № 3 до 30кг)",0 (800) 30-09-11,,,
1908,Ин-Тайм,"ул. Горького, 98, склад N4",,Тростянец,,Сумская область,UA,00000, (67) 617-73-78,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Тростянец (Сумск.обл.) (склад № 1)",0 (800) 30-09-11,,,
2609,Ин-Тайм,"ул. Независимости, 28а",,Хотин,,Черновицкая область,UA,00000, (67) 617-37-23 ,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Хотин (склад № 1)",0 (800) 30-09-11,,,
0543,Ин-Тайм,"ул. Октябрьская, 4",,Великая Новоселка,,Донецкая область,UA,00000, (67) 619-31-99,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Великая Новоселка (склад № 1)",0 (800) 30-09-11,,,
0522,Ин-Тайм,"ул. Бурденко, 22",,Константиновка,,Донецкая область,UA,00000, (50) 761-79-90,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Константиновка (склад № 1)",0 (800) 30-09-11,,,
1911,Ин-Тайм,"ул. Рабочий Поселок, 16",,Сумы,,Сумская область,UA,00000, (67) 613-71-65,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Сумы Воровского (склад № 3)",0 (800) 30-09-11,,,
0914,Ин-Тайм,"ул. Галицкая, 52а",,Рогатин,,Ивано-Франковская область,UA,00000, (67) 612-05-06,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Рогатин (склад № 1)",0 (800) 30-09-11,,,
1509,Ин-Тайм,"ул. Потемкинская, 100",,Николаев,,Николаевская область,UA,00000, (67) 617-16-83,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Николаев Плехановская (склад № 3)",0 (800) 30-09-11,,,
1010,Ин-Тайм,"ул. Маяковского, 49",,Боярка,,Киевская область,UA,00000, (67) 612-30-66,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Боярка  (склад № 1)",0 (800) 30-09-11,,,
2411,Ин-Тайм,"ул. Победы, 2",,Жашков,,Черкасская область,UA,00000, (67) 612-86-75,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:08:00:15:00",,"Жашков (склад № 1)",0 (800) 30-09-11,,,
2210,Ин-Тайм,"ул. Карла Маркса, 18",,Голая Пристань,,Херсонская область,UA,00000, (67) 612-86-74,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Голая Пристань (склад № 1)",0 (800) 30-09-11,,,
2309,Ин-Тайм,"ул. Буденного, 3а",,Красилов,,Хмельницкая область,UA,00000, (67) 612-87-14,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Красилов (склад № 1)",0 (800) 30-09-11,,,
1420,Ин-Тайм,"ул. Железнодорожная, 12",,Львов,,Львовская область,UA,00000, (67) 612-86-80,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Львов Привокзальная (склад № 7 до 30кг)",0 (800) 30-09-11,,,
2123,Ин-Тайм,"ул. Киргизская, 19",,Харьков,,Харьковская область,UA,00000, (67) 612-86-81,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Харьков Киргизская (склад № 17 до 30кг)",0 (800) 30-09-11,,,
2416,Ин-Тайм,"ул. Урицкого, 29а",,Христиновка,,Черкасская область,UA,00000, (67) 612-87-15,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:17:00,3:08:00:17:00,4:08:00:17:00,5:08:00:17:00,6:08:00:17:00,7:09:00:15:00",,"Христиновка (склад № 1)",0 (800) 30-09-11,,,
1324,Ин-Тайм,"ул. Кирова, 1а",,Кременная,,Луганская область,UA,00000, (67) 612-73-19,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Кременная (склад № 1)",0 (800) 30-09-11,,,
1123,Ин-Тайм,"ул. Полярная, 2а",,Киев,,Киев,UA,00000, (67) 612-73-06,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Киев Шевченко (склад № 23 до 30кг)",0 (800) 30-09-11,,,
2121,Ин-Тайм,"прт Московский, 67",,Харьков,,Харьковская область,UA,00000, (67) 612-73-18,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Харьков Московский (склад № 16 до 30кг)",0 (800) 30-09-11,,,
0529,Ин-Тайм,"ул. Фрунзе, 4",,Красный Лиман,,Донецкая область,UA,00000, (67) 612-73-20,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:17:00,3:09:00:17:00,4:09:00:17:00,5:09:00:17:00,6:09:00:17:00,7:08:00:14:00",,"Красный Лиман (склад № 1)",0 (800) 30-09-11,,,
2603,Ин-Тайм,"ул. Украинская, 89",,Вижница,,Черновицкая область,UA,00000, (67) 612-73-88,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Вижница  (склад № 1)",0 (800) 30-09-11,,,
2122,Ин-Тайм,"ул. Заводская 11/155а",,Песочин,,Харьковская область,UA,00000, (67) 612-73-87,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Песочин  (склад № 1)",0 (800) 30-09-11,,,
0711,Ин-Тайм,"ул. Независимости, 36",,Межгорье,,Закарпатская область,UA,00000, (67) 612-73-90,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Межгорье (склад № 1)",0 (800) 30-09-11,,,
1626,Ин-Тайм,"Николаевская дорога, 128",,Одесса,,Одесская область,UA,00000, (67) 612-86-48,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Одесса Кортэк (склад № 12 до 30кг)",0 (800) 30-09-11,,,
0818,Ин-Тайм,"прт 9 мая, 18а",,Каменка-Днепровская,,Запорожская область,UA,00000, (66) 177-83-60,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Каменка-Днепровская  (склад № 1)",0 (800) 30-09-11,,,
0424,Ин-Тайм,"ул. Александрийская, 57а",,Пятихатки,,Днепропетровская область,UA,00000, (67) 617-23-21,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Пятихатки (склад № 1)",0 (800) 30-09-11,,,
0304,Ин-Тайм,"ул. Грушевского, 64",,Горохов,,Волынская область,UA,00000, (67) 617-23-25,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Горохов (склад № 1)",0 (800) 30-09-11,,,
1623,Ин-Тайм,"ул. Приморская, 19б",,Южный,,Одесская область,UA,00000, (67) 619-72-82,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Южный (склад № 1)",0 (800) 30-09-11,,,
1712,Ин-Тайм,"ул. Ленина, 84а",,Лохвица,,Полтавская область,UA,00000, (67) 619-72-80,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:19:00,3:09:00:19:00,4:09:00:19:00,5:09:00:19:00,6:09:00:19:00,7:09:00:15:00",,"Лохвица  (склад № 1)",0 (800) 30-09-11,,,
1717,Ин-Тайм,"ул. 8 марта, 57",,Хорол,,Полтавская область,UA,00000, (66) 524-77-73,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:08:00:18:00,3:08:00:18:00,4:08:00:18:00,5:08:00:18:00,6:08:00:18:00,7:08:00:14:00",,"Хорол (склад № 1)",0 (800) 30-09-11,,,
2305,Ин-Тайм,"прт Независимости, 22",,Нетешин,,Хмельницкая область,UA,00000, (67) 619-72-76,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Нетешин (склад № 1)",0 (800) 30-09-11,,,
0803,Ин-Тайм,"ул. Гудыменко, 6",,Запорожье,,Запорожская область,UA,00000, (67) 619-72-60,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Запорожье Гудыменко (склад № 3 до 30кг)",0 (800) 30-09-11,,,
0805,Ин-Тайм,"пр. Ленина, 190",,Запорожье,,Запорожская область,UA,00000, (67) 619-72-61,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:20:00,3:09:00:20:00,4:09:00:20:00,5:09:00:20:00,6:09:00:20:00,7:09:00:15:00",,"Запорожье Сталеваров (склад № 5 до 30кг)",0 (800) 30-09-11,,,
1616,Ин-Тайм,"ул. Короленко, 45",,Измаил,,Одесская область,UA,00000, (67) 617-17-56,http://www.intime.ua,Почтовая служба,Курьерская служба,"2:09:00:18:00,3:09:00:18:00,4:09:00:18:00,5:09:00:18:00,6:09:00:18:00,7:09:00:15:00",,"Измаил (склад № 1)",0 (800) 30-09-11,,,
